Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-FK,70,,specimens,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-GS,55,,specimens,Number of specimens,S,W
2020,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-CH,E-CA,,1,bone carvings,Number of specimens,Q,O
2020,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-CN,E-GB,,1,baleen,Number of specimens,Q,O
2020,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-CN,E-GB,1,,meat,Number of specimens,Q,O
2020,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,I-IE,E-NO,,20,live,Number of specimens,N,W
2020,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,I-IE,E-NO,20,,live,,N,W
2020,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,I-XV,E-FR,,1,live,Number of specimens,Q,C
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,I-DE,E-BR,2,,live,,B,F
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,I-EC,E-DE,,1,live,,Z,C
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,I-FR,E-BR,2,,live,Number of specimens,Z,C
2020,I,Hippocamelus bisulcus,Mammalia,Artiodactyla,Cervidae,Hippocamelus,I-CH,E-AR,,18,specimens,Number of specimens,S,W
2020,I,Hippotragus niger,Mammalia,Artiodactyla,Bovidae,Hippotragus,I-ML,E-ZA,35,,unspecified,,Unspecified,
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,I-TH,E-CZ,1,,live,,B,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,I-TH,E-CZ,3,,live,,B,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,I-ZA,E-CZ,2,,live,,B,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,I-TH,E-CZ,,1,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,I-TH,E-CZ,,3,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,I-ZA,E-CZ,,2,live,,T,C
2020,I,Leontopithecus chrysopygus,Mammalia,Primates,Cebidae,Leontopithecus,I-GB,E-JE,,1,specimens,g,S,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,I-DE,E-CH,1,,live,,B,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,I-ES,E-CH,1,,live,,Z,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,I-GB,E-NO,2,,live,Number of specimens,Z,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,I-IM,E-FR,2,2,live,Number of specimens,Z,C
2020,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,I-CA,E-MX,21,,specimens,Number of specimens,S,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AR,E-ZM,1,,trophies,Number of specimens,H,W
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AU,E-FR,,50,piano keys,Number of specimens,P,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AU,E-NZ,,1,ivory carvings,Number of specimens,P,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AU,E-NZ,,28,ivory pieces,Number of specimens,P,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AE,E-FR,2,1,ivory carvings,Number of specimens,Q,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-BE,E-CN,0.3,,ivory carvings,kg,Q,O
2021,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-BE,E-CN,1.3,,ivory carvings,kg,Q,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AE,E-DE,,1.2,piano keys,kg,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AE,E-DE,1.2,,piano keys,kg,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AE,E-GB,,6,ivory carvings,Number of specimens,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AT,E-AU,2,,ivory carvings,,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AU,E-DE,,1,ivory carvings,,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AU,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-AU,E-IT,,1,ivory carvings,,T,O
2020,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-BE,E-CH,1,,tusks,Number of specimens,T,O
2020,I,Loxodonta spp.,Mammalia,Proboscidea,Elephantidae,Loxodonta,I-US,E-GR,,1.197,ivory carvings,kg,P,O
2020,I,Macaca sylvanus,Mammalia,Primates,Cercopithecidae,Macaca,I-ZA,E-ES,3,,live,,E,U
2020,I,Macaca sylvanus,Mammalia,Primates,Cercopithecidae,Macaca,I-ZA,E-NL,3,,live,,E,U
2020,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,I-AE,E-FR,,1,skeletons,Number of specimens,E,F
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-CA,E-AU,1,,skeletons,Number of specimens,E,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-NA,E-ZA,,1,skeletons,Number of specimens,E,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-DK,E-GL,,380,baleen,g,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-DK,E-GL,380,,bones,g,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-DK,E-GL,,6,bones,Number of specimens,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-DK,E-GL,6,,bones,,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-CA,E-AU,24,,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-EC,E-CL,,47,skins,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-GB,E-FK,,1.1,bone pieces,kg,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-GB,E-FK,1,,plates,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-GB,E-GS,69,,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,I-JP,E-HS,15,,skin pieces,g,S,X
2020,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,I-JP,E-PE,6,,live,Number of specimens,T,D
2020,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,I-DE,E-CH,2,,live,,B,C
2020,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,I-CH,E-DE,,7,live,,Z,C
2020,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,I-DE,E-MG,52,,specimens,,S,W
2020,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,I-SA,E-BH,6,,live,Number of specimens,P,C
2020,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,I-GB,E-AE,,75,specimens,ml,S,F
2020,I,Orcaella brevirostris,Mammalia,Cetacea,Delphinidae,Orcaella,I-US,E-KH,,14,specimens,,S,W
2020,I,Orcaella brevirostris,Mammalia,Cetacea,Delphinidae,Orcaella,I-JP,E-VN,1510,,live,Number of specimens,T,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CH,E-GB,,2,live,Number of specimens,B,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-AT,E-ZA,5,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-BG,E-ZA,1,1,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CA,E-US,1,,skin pieces,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CA,E-ZA,2,,skin pieces,Number of specimens,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CA,E-ZA,,2,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CN,E-ZA,1,,trophies,Number of specimens,H,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CN,E-ZA,,1,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CZ,E-ZA,4,2,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-DE,E-ZA,4,2,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-DE,E-ZA,,1,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-DK,E-ZA,7,5,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-ES,E-US,1,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-ES,E-ZA,,1,trophies,,H,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-ES,E-ZA,4,9,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-GB,E-ZA,1,,trophies,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-HR,E-ZA,,2,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-HU,E-ZA,5,4,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-IT,E-ZA,1,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-LV,E-ZA,1,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-MX,E-ZA,,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-NO,E-ZA,1,,trophies,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-NO,E-ZA,,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-PE,E-ES,,1,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-PL,E-RU,1,,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-PL,E-ZA,1,,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-PL,E-ZA,,1,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-PT,E-ZA,1,,trophies,Number of specimens,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-QA,E-ZA,,1,trophies,,H,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-RU,E-AE,1,,trophies,,H,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-RU,E-ZA,2,4,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-RU,E-ZA,1,,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-SE,E-ZA,4,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-TD,E-AE,,25,live,Number of specimens,N,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-OM,E-AE,,2,live,Number of specimens,P,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-OM,E-AE,2,,live,,P,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-TH,E-CA,,1,bodies,Number of specimens,P,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-TH,E-CA,1,,trophies,Number of specimens,P,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-ZA,E-QA,,1,live,Number of specimens,P,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-GB,E-AE,,550,specimens,ml,S,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-GB,E-TN,71,,specimens,Number of specimens,S,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-GB,E-TN,,71,specimens,,S,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-AE,E-FR,,1,skeletons,Number of specimens,T,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-MX,E-ZA,,1,trophies,,T,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,I-CH,E-BE,,2,live,Number of specimens,Z,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-BE,E-AE,,1,trophies,Number of specimens,H,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-BH,E-AE,,1,trophies,Number of specimens,H,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-CZ,E-ZA,2,,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-DK,E-AE,,1,trophies,Number of specimens,H,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-ES,E-ZA,1,,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-FR,E-AE,,1,trophies,Number of specimens,H,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-RU,E-AE,,1,trophies,Number of specimens,H,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-RU,E-ZA,,1,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-ZA,E-AE,2,,trophies,,H,W
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-FR,E-AE,1,,trophies,Number of specimens,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-KW,E-AE,,8,live,Number of specimens,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-KW,E-SA,,4,live,Number of specimens,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-OM,E-AE,,7,live,Number of specimens,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-OM,E-AE,7,,live,,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-SA,E-AE,12,15,live,Number of specimens,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-BH,E-AE,1,,trophies,Number of specimens,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-OM,E-AE,,9,live,Number of specimens,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-OM,E-AE,5,,live,,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-PK,E-AE,4,,live,,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,I-ZA,E-AE,,1,trophies,Number of specimens,T,C
2020,I,Oryx spp.,Mammalia,Artiodactyla,Bovidae,Oryx,I-ML,E-ZA,28,,unspecified,,Unspecified,
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,I-CL,E-CZ,5,5,live,,T,C
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,I-MA,E-FR,14,,live,,Z,F
2020,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,I-MK,E-HU,,2,live,,Z,C
2020,I,Ovis gmelini,Mammalia,Artiodactyla,Bovidae,Ovis,I-CA,E-US,1,,skin pieces,Number of specimens,P,R
2020,I,Ovis vignei,Mammalia,Artiodactyla,Bovidae,Ovis,I-MX,E-IR,,2,trophies,,H,W
2020,I,Ovis vignei,Mammalia,Artiodactyla,Bovidae,Ovis,I-RU,E-IR,,1,trophies,,H,W
2020,I,Penelope albipennis,Aves,Galliformes,Cracidae,Penelope,I-BO,E-DE,,1,feathers,,Q,O
2020,I,Priodontes maximus,Mammalia,Cingulata,Dasypodidae,Priodontes,I-DE,E-PE,3,,specimens,,S,W
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-DE,E-PH,,6,live,,B,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-ID,E-PH,,12,live,,L,I
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-ID,E-PH,14,,live,,N,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-AE,E-BH,5,,live,Number of specimens,P,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-PT,E-US,1,,live,,P,F
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-QA,E-ZA,2,,live,Number of specimens,P,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-QA,E-ZA,1,,live,Number of specimens,P,D
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-QA,E-ZA,,1,live,,P,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-CZ,E-LK,,4,live,Number of specimens,T,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-DE,E-PH,7,1,live,,T,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,I-CY,E-UA,12,,live,,Z,C
2020,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,I-FR,E-CL,2,,live,Number of specimens,Z,F
2020,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,I-FR,E-CL,,2,live,,Z,F
2020,I,Pygathrix nemaeus,Mammalia,Primates,Cercopithecidae,Pygathrix,I-FR,E-TH,5,,live,Number of specimens,Z,C
2020,I,Pygathrix nemaeus,Mammalia,Primates,Cercopithecidae,Pygathrix,I-FR,E-TH,,5,live,,Z,C
2020,I,Rucervus duvaucelii,Mammalia,Artiodactyla,Cervidae,Rucervus,I-AU,E-GB,,1,skulls,Number of specimens,T,O
2020,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,I-GB,E-JE,,2,specimens,g,S,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-TH,E-CZ,4,,live,,B,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-TH,E-ZA,12,18,live,,B,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-AE,E-CZ,,1,live,,T,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-TH,E-CZ,,4,live,,T,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-AE,E-CZ,1,,live,Number of specimens,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-CN,E-RU,,8,live,,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-FR,E-CH,1,,live,Number of specimens,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-ID,E-SG,,5,live,Number of specimens,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-ID,E-SG,5,,live,,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-ID,E-ZA,,2,live,,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,I-NZ,E-AU,3,,live,Number of specimens,Z,C
2020,I,Saimiri oerstedii,Mammalia,Primates,Cebidae,Saimiri,I-CA,E-CR,0.5,1,specimens,g,S,W
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,I-DE,E-CH,4,,live,,P,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,I-GB,E-CH,1,,live,Number of specimens,P,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,I-CH,E-DE,,1,live,,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,I-US,E-DE,,10,live,,T,C
2020,I,Semnopithecus entellus,Mammalia,Primates,Cercopithecidae,Semnopithecus,I-ZA,E-FR,2,,live,,Z,C
2020,I,Semnopithecus entellus,Mammalia,Primates,Cercopithecidae,Semnopithecus,I-ZA,E-NL,2,,live,,Z,C
2020,I,Sousa sahulensis,Mammalia,Cetacea,Delphinidae,Sousa,I-ES,E-CH,2.4,,specimens,,S,W
2020,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,I-JE,E-GB,1,1,live,Number of specimens,B,C
2020,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,I-GB,E-RU,,1,live,,Z,C
2020,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,I-JE,E-FR,1,,live,Number of specimens,Z,C
2020,I,Tomistoma schlegelii,Reptilia,Crocodylia,Crocodylidae,Tomistoma,I-DE,E-US,4,,live,,B,F
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,I-TR,E-PL,,1,live,,B,C
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,I-HK,E-BE,,1.4,hair,kg,T,W
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,I-XV,E-FR,,1,live,Number of specimens,Q,C
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,I-AR,E-FR,,1,live,Number of specimens,Z,C
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,I-FR,E-AR,,1,live,Number of specimens,Z,C
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,I-FR,E-CH,1,,live,Number of specimens,Z,C
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,I-NL,E-ZA,1,,live,,Z,C
